timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock
1736188693.4518816,119.052,2790,10251,2790
1736188693.4549568,119.052,2790,10251,2790
1736188693.457962,119.052,2790,10251,2790
1736188693.4610815,119.052,2790,10251,2790
1736188693.4653096,119.052,2790,10251,2790
1736188693.4692094,119.052,2790,10251,2790
1736188693.47235,119.052,2790,10251,2790
1736188693.475397,119.052,2790,10251,2790
1736188693.478439,119.052,2790,10251,2790
1736188693.481472,119.052,2790,10251,2790
1736188693.485515,119.052,1863,10251,2790
1736188693.4894328,119.052,2790,10251,2790
1736188693.4926069,119.052,2790,10251,2790
1736188693.4956253,119.052,2790,10251,2790
1736188693.4986567,119.052,2790,10251,2790
1736188693.5017085,119.052,2790,10251,2790
1736188693.505592,119.052,2790,10251,2790
1736188693.511212,119.052,2775,10251,2775
1736188693.5143492,126.032,2775,10251,2775
1736188693.5174615,126.032,2775,10251,2775
1736188693.5219514,126.032,2775,10251,2775
1736188693.5259364,126.032,2775,10251,2790
1736188693.5327826,126.032,2790,10251,2790
1736188693.535813,126.032,2790,10251,2790
1736188693.5388508,126.032,2790,10251,2790
1736188693.5418737,126.032,2790,10251,2790
1736188693.5458317,126.032,2790,10251,2790
1736188693.5511394,126.032,2790,10251,2790
1736188693.5542405,126.032,2790,10251,2790
1736188693.5572796,126.032,2790,10251,2790
1736188693.5604658,126.032,2775,10251,2775
1736188693.619706,132.174,2775,10251,2775
1736188693.622953,132.174,2775,10251,2775
1736188693.6268682,132.174,2790,10251,2790
1736188693.6329615,132.174,2790,10251,2790
1736188693.636154,132.174,2790,10251,2790
1736188693.6392033,132.174,2790,10251,2790
1736188693.6422567,132.174,2790,10251,2790
1736188693.6462295,132.174,2790,10251,2790
1736188693.6513312,132.174,2790,10251,2790
1736188693.65438,132.174,2790,10251,2790
1736188693.657445,132.174,2790,10251,2790
1736188693.6605103,132.174,2790,10251,2790
1736188693.664448,132.174,2790,10251,2790
1736188693.6682403,132.174,2790,10251,2790
1736188693.6717615,132.174,2790,10251,2790
1736188693.6748192,132.174,2790,10251,2790
1736188693.6778977,132.174,2790,10251,2790
1736188693.680949,132.174,2790,10251,2790
1736188693.684739,132.174,2790,10251,1863
1736188693.6885352,132.174,2790,10251,2790
1736188693.6917243,132.174,2790,10251,2790
1736188693.694769,132.174,2790,10251,2790
1736188693.6978176,132.174,2790,10251,2790
1736188693.700842,132.174,2790,10251,2790
1736188693.704754,132.174,2790,10251,2790
1736188693.7085168,132.174,2775,10251,2775
1736188693.7139587,194.241,2775,10251,2775
1736188693.717025,194.241,2775,10251,2775
1736188693.7218566,194.241,2775,10251,2775
1736188693.725719,194.241,2775,10251,2790
1736188693.7329223,194.241,2790,10251,2790
1736188693.7359776,194.241,2790,10251,2790
1736188693.7390838,194.241,2790,10251,2790
1736188693.742153,194.241,2790,10251,2790
1736188693.745997,194.241,2790,10251,2790
1736188693.7507253,194.241,2790,10251,2790
1736188693.7537808,194.241,2790,10251,2790
1736188693.7568345,194.241,2790,10251,2790
1736188693.7598584,194.241,2790,10251,2790
1736188693.7630217,194.241,2790,10251,2790
1736188693.7667966,194.241,2790,10251,2790
1736188693.771099,194.241,2790,10251,2790
1736188693.7741704,194.241,2790,10251,2790
1736188693.7772143,194.241,2790,10251,2790
1736188693.7802932,194.241,2790,10251,2790
1736188693.783758,194.241,2790,10251,2790
1736188693.787934,194.241,2790,10251,2790
1736188693.7919724,194.241,2790,10251,2790
1736188693.795052,194.241,2790,10251,2790
1736188693.7981446,194.241,2790,10251,2790
1736188693.8012545,194.241,2790,10251,2790
1736188693.8052378,194.241,2790,10251,2790
1736188693.8090734,194.241,2760,10251,2760
1736188693.814217,201.324,2760,10251,2760
1736188693.8173685,201.324,2760,10251,2760
1736188693.823628,201.324,2760,10251,2760
1736188693.8274968,201.324,2790,10251,2790
1736188693.833352,201.324,2790,10251,2790
1736188693.836413,201.324,2790,10251,2790
1736188693.8394592,201.324,2790,10251,2790
1736188693.842583,201.324,2790,10251,2790
1736188693.846439,201.324,2790,10251,2790
1736188693.850764,201.324,2790,10251,2790
1736188693.8538847,201.324,2790,10251,2790
1736188693.8569293,201.324,2790,10251,2790
1736188693.859957,201.324,2790,10251,2790
1736188693.8633685,201.324,2790,10251,2790
1736188693.867393,201.324,2790,10251,2790
1736188693.8717215,201.324,2790,10251,2790
1736188693.874829,201.324,2790,10251,2790
1736188693.8778834,201.324,2790,10251,2790
1736188693.8809285,201.324,2790,10251,2790
1736188693.8847036,201.324,2790,10251,2790
1736188693.888407,201.324,2790,10251,2790
1736188693.891659,201.324,2790,10251,2790
1736188693.894687,201.324,2790,10251,2790
1736188693.8976908,201.324,2790,10251,2790
1736188693.9006832,201.324,2790,10251,2790
1736188693.904427,201.324,2790,10251,2790
1736188693.9083164,201.324,2775,10251,2775
1736188693.9135776,216.634,2775,10251,2775
1736188693.916648,216.634,2775,10251,2775
1736188693.9216766,216.634,2775,10251,2775
1736188693.9257317,216.634,2775,10251,2790
1736188693.9328723,216.634,2790,10251,2790
1736188693.9359517,216.634,2790,10251,2790
1736188693.9390154,216.634,2790,10251,2790
1736188693.9421625,216.634,2790,10251,2790
1736188693.94601,216.634,2790,10251,2790
1736188693.9506392,216.634,2790,10251,2790
1736188693.9536896,216.634,2790,10251,2790
1736188693.9567304,216.634,2790,10251,2790
1736188693.959756,216.634,2790,10251,2790
1736188693.9629128,216.634,2790,10251,2790
1736188693.96674,216.634,2790,10251,2790
1736188693.9710195,216.634,2790,10251,2790
1736188693.9741075,216.634,2790,10251,2790
1736188693.9771962,216.634,2790,10251,2790
1736188693.9802868,216.634,2790,10251,2790
1736188693.9837103,216.634,2790,10251,2790
1736188693.9876904,216.634,2790,10251,2790
1736188693.9918058,216.634,2790,10251,2790
1736188693.994905,216.634,2790,10251,2790
1736188693.9979627,216.634,2790,10251,2790
1736188694.0010474,216.634,2790,10251,2790
1736188694.0049963,216.634,2790,10251,2790
1736188694.0088089,216.634,2760,10251,2760
1736188694.0140555,221.244,2760,10251,2760
1736188694.017182,221.244,2760,10251,2760
1736188694.02169,221.244,2760,10251,2760
1736188694.0253737,221.244,2760,10251,2760
1736188694.031138,221.244,2790,10251,2790
1736188694.0342882,221.244,2790,10251,2790
1736188694.0373244,221.244,2790,10251,2790
1736188694.0404675,221.244,2790,10251,2790
1736188694.0438926,221.244,2790,10251,2790
1736188694.0477629,221.244,2790,10251,2790
1736188694.0518825,221.244,2790,10251,2790
1736188694.0548933,221.244,2790,10251,2790
1736188694.0579095,221.244,2790,10251,2790
1736188694.0609145,221.244,2790,10251,2790
1736188694.0650551,221.244,2790,10251,2790
1736188694.0688925,221.244,2790,10251,2790
1736188694.072276,221.244,2790,10251,2790
1736188694.0753324,221.244,2790,10251,2790
1736188694.078415,221.244,2790,10251,2790
1736188694.0815818,221.244,1863,10251,2790
1736188694.085614,221.244,2790,10251,2790
1736188694.090731,221.244,2790,10251,2790
1736188694.0938094,221.244,2790,10251,2790
1736188694.096831,221.244,2790,10251,2790
1736188694.0998664,221.244,2790,10251,2790
1736188694.1031735,221.244,2790,10251,2790
1736188694.1068804,221.244,2745,10251,2745
1736188694.1129034,221.244,2745,10251,2745
1736188694.116208,223.456,2745,10251,2745
1736188694.1212037,223.456,2745,10251,2745
1736188694.1251664,223.456,2745,10251,2745
1736188694.1290512,223.456,2790,10251,2790
1736188694.133916,223.456,2790,10251,2790
1736188694.137005,223.456,2790,10251,2790
1736188694.1400592,223.456,2790,10251,2790
1736188694.1433337,223.456,2790,10251,2790
1736188694.147092,223.456,2790,10251,2790
1736188694.1513534,223.456,2790,10251,2790
1736188694.1544137,223.456,2790,10251,2790
1736188694.1574955,223.456,2790,10251,2790
1736188694.160571,223.456,2790,10251,2790
1736188694.164691,223.456,2790,10251,2790
1736188694.1686144,223.456,2790,10251,2790
1736188694.172133,223.456,2790,10251,2790
1736188694.1751585,223.456,2790,10251,2790
1736188694.1782155,223.456,2790,10251,2790
1736188694.1812396,223.456,1863,10251,2790
1736188694.1849632,223.456,2790,10251,2790
1736188694.1887937,223.456,2790,10251,2790
1736188694.19197,223.456,2790,10251,2790
1736188694.1949992,223.456,2790,10251,2790
1736188694.198068,223.456,2790,10251,2790
1736188694.2011015,223.456,2790,10251,2790
1736188694.205033,223.456,2790,10251,2790
1736188694.2088838,223.456,2745,10251,2745
1736188694.2140598,223.412,2745,10251,2745
1736188694.2171657,223.412,2745,10251,2745
1736188694.2216368,223.412,2745,10251,2745
1736188694.225504,223.412,2745,10251,2790
1736188694.2325454,223.412,2790,10251,2790
1736188694.2356198,223.412,2790,10251,2790
1736188694.2386856,223.412,2790,10251,2790
1736188694.2417092,223.412,2790,10251,2790
1736188694.2456768,223.412,2790,10251,2790
1736188694.2511203,223.412,2790,10251,2790
1736188694.254274,223.412,2790,10251,2790
1736188694.2573433,223.412,2790,10251,2790
1736188694.260419,223.412,2790,10251,2790
1736188694.2643125,223.412,2790,10251,2790
1736188694.2682452,223.412,2790,10251,2790
1736188694.2719066,223.412,2790,10251,2790
1736188694.2750106,223.412,2790,10251,2790
1736188694.278124,223.412,2790,10251,2790
1736188694.2811604,223.412,2790,10251,2790
1736188694.2851207,223.412,2790,10251,2790
1736188694.288966,223.412,2790,10251,2790
1736188694.292303,223.412,2790,10251,2790
1736188694.29539,223.412,2790,10251,2790
1736188694.2984655,223.412,2790,10251,2790
1736188694.3015726,223.412,2790,10251,2790
1736188694.3056464,223.412,2790,10251,2745
1736188694.3127742,223.412,2745,10251,2745
1736188694.3159437,223.649,2745,10251,2745
1736188694.320958,223.649,2745,10251,2745
1736188694.3248522,223.649,2745,10251,2745
1736188694.3286862,223.649,2790,10251,2790
1736188694.333813,223.649,2790,10251,2790
1736188694.336881,223.649,2790,10251,2790
1736188694.3399673,223.649,2790,10251,2790
1736188694.3433726,223.649,2790,10251,2790
1736188694.3473148,223.649,2790,10251,2790
1736188694.3513112,223.649,2790,10251,2790
1736188694.354334,223.649,2790,10251,2790
1736188694.3573732,223.649,2790,10251,2790
1736188694.3603935,223.649,2790,10251,2790
1736188694.3642826,223.649,2790,10251,2790
1736188694.3682032,223.649,2790,10251,2790
1736188694.372036,223.649,2790,10251,2790
1736188694.3750885,223.649,2790,10251,2790
1736188694.3781211,223.649,2790,10251,2790
1736188694.3811777,223.649,2790,10251,2790
1736188694.385134,223.649,2790,10251,2790
1736188694.3888054,223.649,2790,10251,2790
1736188694.3919673,223.649,2790,10251,2790
1736188694.3949678,223.649,2790,10251,2790
1736188694.397991,223.649,2790,10251,2790
1736188694.401247,223.649,2790,10251,2790
1736188694.405053,223.649,2790,10251,2790
1736188694.4087412,223.649,2745,10251,2745
1736188694.4135733,223.646,2745,10251,2745
1736188694.4166534,223.646,2745,10251,2745
1736188694.4215157,223.646,2745,10251,2745
1736188694.4254334,223.646,2745,10251,2745
1736188694.429207,223.646,2790,10251,2790
1736188694.4338653,223.646,2790,10251,2790
1736188694.4369206,223.646,2790,10251,2790
1736188694.43998,223.646,2790,10251,2790
1736188694.4435558,223.646,2790,10251,2790
1736188694.447348,223.646,2790,10251,2790
1736188694.4513707,223.646,2790,10251,2790
1736188694.454486,223.646,2790,10251,2790
1736188694.4575198,223.646,2790,10251,2790
1736188694.4605455,223.646,2790,10251,2790
1736188694.4646895,223.646,2790,10251,2790
1736188694.4687464,223.646,2790,10251,2790
1736188694.472222,223.646,2790,10251,2790
1736188694.4752798,223.646,2790,10251,2790
1736188694.478323,223.646,2790,10251,2790
1736188694.4813764,223.646,2790,10251,2790
1736188694.4852974,223.646,2790,10251,2790
1736188694.4904337,223.646,2790,10251,2790
1736188694.493655,223.646,2790,10251,2790
1736188694.4967208,223.646,2790,10251,2790
1736188694.4997768,223.646,2790,10251,2790
1736188694.554648,222.847,2790,10251,2790
1736188694.5576928,222.847,2790,10251,2790
1736188694.560744,222.847,2790,10251,2790
1736188694.5647454,222.847,2790,10251,2790
1736188694.5687902,222.847,2790,10251,2790
1736188694.5722013,222.847,2790,10251,2790
1736188694.5752523,222.847,2790,10251,2790
1736188694.5783172,222.847,2790,10251,1863
1736188694.5813668,222.847,2790,10251,2790
1736188694.585286,222.847,2790,10251,2790
1736188694.5889516,222.847,2790,10251,2790
1736188694.5920804,222.847,2790,10251,2790
1736188694.5951495,222.847,2790,10251,2790
1736188694.5982256,222.847,2790,10251,2790
1736188694.601379,222.847,2790,10251,2790
1736188694.6052768,222.847,2790,10251,2790
1736188694.609256,222.847,2760,10251,2760
1736188694.6143808,223.847,2760,10251,2760
1736188694.617481,223.847,2760,10251,2760
1736188694.6213682,223.847,2760,10251,2760
1736188694.6253538,223.847,2760,10251,2760
1736188694.6311362,223.847,2790,10251,2790
1736188694.6342788,223.847,2790,10251,2790
1736188694.637401,223.847,2790,10251,2790
1736188694.6405058,223.847,2790,10251,2790
1736188694.6443715,223.847,2790,10251,2790
1736188694.6483333,223.847,2790,10251,2790
1736188694.6517172,223.847,2790,10251,2790
1736188694.654839,223.847,2790,10251,2790
1736188694.7058692,223.847,2790,10251,2790
1736188694.7098882,223.847,2760,10251,2760
1736188694.7151177,223.783,2760,10251,2760
1736188694.718346,223.783,2760,10251,2760
1736188694.7215226,223.783,2760,10251,2760
1736188694.7255385,223.783,2760,10251,2790
1736188694.7325337,223.783,2790,10251,2790
1736188694.7355993,223.783,2790,10251,2790
1736188694.7386217,223.783,2790,10251,2790
1736188694.741679,223.783,2790,10251,2790
1736188694.7454777,223.783,2790,10251,2790
1736188694.7506044,223.783,2790,10251,2790
1736188694.7537029,223.783,2790,10251,2790
1736188694.756727,223.783,2790,10251,2790
1736188694.7597594,223.783,2790,10251,2790
1736188694.7631383,223.783,2790,10251,2790
1736188694.766988,223.783,2790,10251,2790
1736188694.771062,223.783,2790,10251,2790
1736188694.774134,223.783,2790,10251,2790
1736188694.7771952,223.783,2790,10251,2790
1736188694.7803578,223.783,2790,10251,2790
1736188694.783962,223.783,2790,10251,2790
1736188694.787771,223.783,2790,10251,2790
1736188694.7911294,223.783,2790,10251,2790
1736188694.794172,223.783,2790,10251,2790
1736188694.797212,223.783,2790,10251,2790
1736188694.800362,223.783,2790,10251,2790
1736188694.8041973,223.783,2790,10251,2790
1736188694.8080678,223.783,2760,10251,2760
1736188694.8141048,223.934,2760,10251,2760
1736188694.8171597,223.934,2760,10251,2760
1736188694.8213644,223.934,2760,10251,2760
1736188694.8252723,223.934,2760,10251,2760
1736188694.8309555,223.934,2790,10251,2790
1736188694.8340716,223.934,2790,10251,2790
1736188694.8371315,223.934,2790,10251,2790
1736188694.8402045,223.934,2790,10251,2790
1736188694.8438292,223.934,2790,10251,2790
1736188694.8477268,223.934,2790,10251,2790
1736188694.851561,223.934,2790,10251,2790
1736188694.8545938,223.934,2790,10251,2790
1736188694.8576355,223.934,2790,10251,2790
1736188694.8606582,223.934,2790,10251,2790
1736188694.864794,223.934,2790,10251,2790
1736188694.868642,223.934,2790,10251,2790
1736188694.8718898,223.934,2790,10251,2790
1736188694.8749216,223.934,2790,10251,2790
1736188694.877958,223.934,2790,10251,2790
1736188694.881037,223.934,2790,10251,2790
1736188694.8849294,223.934,2790,10251,2790
1736188694.8887966,223.934,2790,10251,2790
1736188694.8919702,223.934,2790,10251,2790
1736188694.8950472,223.934,2790,10251,2790
1736188694.898104,223.934,2790,10251,2790
1736188694.9011502,223.934,2790,10251,2790
1736188694.90513,223.934,2790,10251,2790
1736188694.9107122,223.934,2760,10251,2760
1736188694.9139142,223.815,2760,10251,2760
1736188694.9169788,223.815,2760,10251,2760
1736188694.9214523,223.815,2760,10251,2760
1736188694.9255514,223.815,2760,10251,2790
1736188694.932521,223.815,2790,10251,2790
1736188694.9355862,223.815,2790,10251,2790
1736188694.9386635,223.815,2790,10251,2790
1736188694.9417553,223.815,2790,10251,2790
1736188694.9456792,223.815,2790,10251,2790
1736188694.950381,223.815,2790,10251,2790
1736188694.9534383,223.815,2790,10251,2790
1736188694.9564764,223.815,2790,10251,2790
1736188694.959534,223.815,2790,10251,2790
1736188694.9627876,223.815,2790,10251,2790
1736188694.9665077,223.815,2790,10251,2790
1736188694.9707158,223.815,2790,10251,2790
1736188694.97378,223.815,2790,10251,2790
1736188694.976827,223.815,2790,10251,1863
1736188694.9798636,223.815,2790,10251,2790
1736188694.9831514,223.815,2790,10251,2790
1736188694.9870718,223.815,2790,10251,2790
1736188694.9907944,223.815,2790,10251,2790
1736188694.9939277,223.815,2790,10251,2790
1736188694.9969969,223.815,2790,10251,2790
1736188695.000075,223.815,2790,10251,2790
1736188695.0035884,223.815,2790,10251,2790
1736188695.0075376,223.815,2745,10251,2745
1736188695.0134606,223.635,2745,10251,2745
1736188695.0165536,223.635,2745,10251,2745
1736188695.0214791,223.635,2745,10251,2745
1736188695.0255878,223.635,2745,10251,2790
1736188695.0324194,223.635,2790,10251,2790
1736188695.035499,223.635,2790,10251,2790
1736188695.0386283,223.635,2790,10251,2790
1736188695.041708,223.635,2790,10251,2790
1736188695.0454986,223.635,2790,10251,2790
1736188695.0505362,223.635,2790,10251,2790
1736188695.0536287,223.635,2790,10251,2790
1736188695.0566804,223.635,2790,10251,2790
1736188695.0597029,223.635,2790,10251,2790
1736188695.0630825,223.635,2790,10251,2790
1736188695.0669878,223.635,2790,10251,2790
1736188695.0714898,223.635,2790,10251,2790
1736188695.0745752,223.635,2790,10251,2790
1736188695.077653,223.635,2790,10251,2790
1736188695.0807202,223.635,2790,10251,2790
1736188695.0848558,223.635,2790,10251,2790
1736188695.0888035,223.635,2790,10251,2790
1736188695.0919218,223.635,2790,10251,2790
1736188695.0949683,223.635,2790,10251,2790
1736188695.09803,223.635,2790,10251,2790
1736188695.101103,223.635,2790,10251,2790
1736188695.1050425,223.635,2790,10251,2775
1736188695.1123145,223.635,2775,10251,2775
1736188695.1156187,223.584,2775,10251,2775
1736188695.1207306,223.584,2775,10251,2775
1736188695.124574,223.584,2775,10251,2775
1736188695.1309545,223.584,2790,10251,2790
1736188695.1340415,223.584,2790,10251,2790
1736188695.1371071,223.584,2790,10251,2790
1736188695.1401615,223.584,2790,10251,2790
1736188695.1437616,223.584,2790,10251,2790
1736188695.147595,223.584,2790,10251,2790
1736188695.1512735,223.584,2790,10251,2790
1736188695.1543238,223.584,2790,10251,2790
1736188695.1573837,223.584,2790,10251,2790
1736188695.1604223,223.584,2790,10251,2790
1736188695.164415,223.584,2790,10251,2790
1736188695.1682596,223.584,2790,10251,2790
1736188695.171457,223.584,2790,10251,2790
1736188695.1744647,223.584,2790,10251,2790
1736188695.1775048,223.584,2790,10251,2790
1736188695.1805837,223.584,2790,10251,2790
1736188695.1843617,223.584,2790,10251,2790
1736188695.1881828,223.584,2790,10251,2790
1736188695.1915677,223.584,2790,10251,2790
1736188695.1946838,223.584,2790,10251,2790
1736188695.1977186,223.584,2790,10251,2790
1736188695.2007506,223.584,2790,10251,2790
1736188695.204582,223.584,2790,10251,2790
1736188695.2083764,223.584,2775,10251,2775
1736188695.213661,223.444,2775,10251,2775
1736188695.2167158,223.444,2775,10251,2775
1736188695.221844,223.444,2775,10251,2775
1736188695.2257578,223.444,2790,10251,2790
1736188695.2321382,223.444,2790,10251,2790
1736188695.2351844,223.444,2790,10251,2790
1736188695.2382312,223.444,2790,10251,2790
1736188695.2413466,223.444,2790,10251,2790
1736188695.2452242,223.444,2790,10251,2790
1736188695.2505016,223.444,2790,10251,2790
1736188695.2535503,223.444,2790,10251,2790
1736188695.256605,223.444,2790,10251,2790
1736188695.2596774,223.444,2790,10251,2790
1736188695.2631438,223.444,2790,10251,2790
1736188695.2671142,223.444,2790,10251,2790
1736188695.2715871,223.444,2790,10251,2790
1736188695.2747378,223.444,2790,10251,1863
1736188695.2778184,223.444,2790,10251,2790
1736188695.2808874,223.444,2790,10251,2790
1736188695.2848346,223.444,2790,10251,2790
1736188695.28855,223.444,2790,10251,2790
1736188695.291711,223.444,2790,10251,2790
1736188695.2947848,223.444,2790,10251,2790
1736188695.297884,223.444,2790,10251,2790
1736188695.300969,223.444,2790,10251,2790
1736188695.3047793,223.444,2790,10251,2790
1736188695.3085318,223.444,2775,10251,2775
1736188695.3130128,223.661,2775,10251,2775
1736188695.3162603,223.661,2775,10251,2775
1736188695.321268,223.661,2775,10251,2775
1736188695.325276,223.661,2775,10251,2790
1736188695.332556,223.661,2790,10251,2790
1736188695.335642,223.661,2790,10251,2790
1736188695.3387432,223.661,2790,10251,2790
1736188695.341982,223.661,2790,10251,2790
1736188695.3459568,223.661,2790,10251,2790
1736188695.3502326,223.661,2790,10251,2790
1736188695.3533392,223.661,2790,10251,2790
